PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
11,14,15,29.02,36.25,6
11,15,16,29.21,35.64,9
11,15,16,29.33,35.91,12
11,15,16,29.45,36.07,15
12,15,16,29.54,36.32,18
12,15,15,29.61,36.38,21
11,15,15,29.63,35.56,24
11,15,15,29.52,35.06,27
11,14,15,29.51,34.60,30
11,14,15,29.48,34.59,33
11,14,15,29.51,34.59,36
11,14,14,29.63,35.64,39
11,14,14,29.73,36.40,42
11,14,14,29.71,36.14,45
11,14,14,29.78,36.17,48
11,14,15,29.86,35.88,51
11,14,15,29.95,36.27,54
