PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
12,15,18,25.52,49.34,6
12,17,18,25.49,48.11,9
13,17,19,25.48,47.47,12
13,17,19,25.45,47.94,15
13,17,19,25.45,48.31,18
13,17,19,25.43,49.80,21
13,17,19,25.44,50.75,24
13,17,19,25.42,49.76,27
14,20,22,25.24,47.37,6
14,20,21,25.19,47.27,9
13,19,21,25.19,47.51,12
13,19,20,25.18,47.49,15
13,18,20,25.13,47.36,18
13,18,19,25.12,47.37,21
13,18,19,25.12,47.61,24
13,17,18,25.10,48.53,27
