PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
12,16,17,29.95,38.60,6
12,15,17,29.97,39.30,9
12,15,16,30.06,42.60,12
11,15,16,30.05,42.57,15
11,14,15,30.09,37.15,18
11,13,14,30.17,39.99,21
11,13,14,30.26,42.92,24
11,13,14,30.26,40.01,27
12,15,17,30.35,40.27,6
11,15,16,30.37,38.28,9
11,15,16,30.43,42.16,12
11,14,16,30.49,45.44,15
11,14,15,30.58,50.03,18
11,14,15,30.62,51.03,21
11,14,14,30.70,49.53,24
11,13,14,30.73,45.87,27
