PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
15,17,19,28.11,40.82,6
15,18,20,28.17,40.60,9
15,18,20,28.22,41.05,12
15,18,20,28.27,42.38,15
15,18,20,28.34,41.48,18
15,18,20,28.35,40.69,21
15,18,20,28.43,39.85,24
14,18,20,28.44,39.75,27
14,18,19,28.57,41.42,6
14,18,19,28.60,42.39,9
14,18,19,28.65,40.89,12
14,18,19,28.67,39.81,15
14,18,19,28.69,39.85,18
14,18,19,28.73,41.48,21
15,18,19,28.82,43.78,24
15,18,19,28.86,42.88,27
