PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
10,13,14,28.39,46.73,6
10,14,14,28.46,44.48,9
10,14,15,28.59,47.46,12
10,14,15,28.73,47.97,15
10,14,16,28.81,46.89,18
11,15,16,29.00,43.37,21
11,15,17,29.09,40.66,24
11,16,17,29.23,41.20,27
11,15,16,29.98,43.97,6
12,16,17,30.05,42.24,9
12,16,18,30.10,41.90,12
12,16,18,30.11,40.75,15
12,16,18,30.13,40.64,18
12,16,17,30.22,40.52,21
12,16,17,30.29,40.85,24
13,16,17,30.35,40.82,27
