PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
10,14,15,28.57,51.37,6
11,14,16,28.63,48.90,9
11,15,16,28.59,43.64,12
11,15,16,28.51,41.92,15
12,15,16,28.53,41.92,18
12,16,17,28.25,42.02,21
12,16,17,28.09,41.99,24
12,16,17,28.16,44.72,27
13,18,20,27.99,42.70,6
13,18,20,28.09,43.82,9
13,17,19,28.16,47.67,12
13,17,19,28.17,48.52,15
13,17,19,28.24,49.44,18
13,17,19,28.29,51.56,21
13,17,19,28.33,54.17,24
13,17,19,28.40,53.65,27
