PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
16,22,25,28.16,43.73,6
15,21,24,28.24,43.50,9
15,19,22,28.31,43.65,12
15,18,20,28.40,43.54,15
14,17,19,28.43,43.15,18
14,17,19,28.51,43.11,21
14,17,19,28.55,42.31,24
14,17,19,28.61,41.94,27
13,16,17,28.72,40.93,6
13,16,17,28.75,40.96,9
13,16,17,28.75,40.72,12
13,16,17,28.73,40.33,15
13,16,17,28.76,40.40,18
13,16,17,28.80,40.85,21
12,16,17,28.82,40.70,24
12,16,17,28.84,40.50,27
