PM1.0,PM2.5,PM10,Temperature,Humidity,Time_sec
10,13,14,29.55,34.53,6
11,14,15,29.48,34.74,9
11,14,16,29.48,36.56,12
11,14,16,29.48,35.94,15
11,14,16,29.51,37.92,18
12,15,16,29.59,40.44,21
12,15,16,29.65,41.01,24
12,15,16,29.71,41.66,27
14,18,20,30.05,44.33,6
14,18,20,30.08,45.05,9
14,18,20,30.16,45.84,12
13,18,20,30.19,41.48,15
13,17,19,30.25,43.13,18
13,17,18,30.23,41.51,21
13,16,18,30.24,40.18,24
13,16,17,30.30,40.63,27
